query,doc_tf,url_tf,doc_idf,url_idf,doc_tf-idf,url_tf-idf,url_length,doc_length,page_rank,outgoing_links
food,0.0,0.0,2.2244223375325753,1.6236225474260568,0.0,0.0,43,21532,0.0,1
food,0.0008787346221441124,0.0,2.2244223375325753,1.6236225474260568,0.001954676922260611,0.0,47,5602,0.0,4
food,0.0,0.0,2.2244223375325753,1.6236225474260568,0.0,0.0,16,3145,0.0,15
food,0.0,0.5,2.2244223375325753,1.6236225474260568,0.0,0.8118112737130284,39,1310,0.0,0
food,0.0,0.0,2.2244223375325753,1.6236225474260568,0.0,0.0,20,17967,0.0,6
food,0.0004422821760283061,0.0,2.2244223375325753,1.6236225474260568,0.0009838223518498785,0.0,61,11823,0.0,25
food,0.0009596928982725527,0.25,2.2244223375325753,1.6236225474260568,0.002134762320088844,0.4059056368565142,66,5896,0.0,1
food,0.0,1.0,2.2244223375325753,1.6236225474260568,0.0,1.6236225474260568,20,1274,0.0,5
food,0.0005649717514124294,0.3333333333333333,2.2244223375325753,1.6236225474260568,0.0012567357839167093,0.5412075158086855,64,8813,0.0,3
food,0.00024703557312252963,0.3333333333333333,2.2244223375325753,1.6236225474260568,0.0005495114470189168,0.5412075158086855,61,20986,0.0,101
food,0.002506910072636112,1.0,2.2244223375325753,1.6236225474260568,0.005576426763757179,1.6236225474260568,73,84281,0.0,0
food,0.0,0.3333333333333333,2.2244223375325753,1.6236225474260568,0.0,0.5412075158086855,36,6117,0.0,0
food,0.004573170731707317,0.5,2.2244223375325753,1.6236225474260568,0.010172663128959947,0.8118112737130284,61,10191,0.0,33
food,0.0018148820326678765,0.5,2.2244223375325753,1.6236225474260568,0.00403706413345295,0.8118112737130284,29,3225,0.0,0
food,0.008116883116883116,0.5,2.2244223375325753,1.6236225474260568,0.018055376116335838,0.8118112737130284,64,13833,0.0,9
food,0.0,0.0,2.2244223375325753,1.6236225474260568,0.0,0.0,51,4581,0.0,7
food,0.00392156862745098,0.3333333333333333,2.2244223375325753,1.6236225474260568,0.008723224853068923,0.5412075158086855,43,4895,0.0,14
food,0.0,0.0,2.2244223375325753,1.6236225474260568,0.0,0.0,20,17967,0.0,6
food,0.027684563758389263,0.5,2.2244223375325753,1.6236225474260568,0.06158216202900586,0.8118112737130284,33,6619,0.0,12
food,0.0051094890510948905,0.0,2.2244223375325753,1.6236225474260568,0.011365661578633597,0.0,38,7950,0.0,4
food,0.0028391167192429023,0.0,2.2244223375325753,1.6236225474260568,0.006315394649146113,0.0,46,26730,0.0,0
food,0.0051094890510948905,0.0,2.2244223375325753,1.6236225474260568,0.011365661578633597,0.0,39,7950,0.0,4
food,0.0011769321302471558,0.0,2.2244223375325753,1.6236225474260568,0.002617994120281572,0.0,75,14419,0.0,3
food,0.0014570179698882952,0.0,2.2244223375325753,1.6236225474260568,0.0032410233184058893,0.0,71,19193,0.0,0
food,0.0008561643835616438,0.0,2.2244223375325753,1.6236225474260568,0.0019044711793943282,0.0,50,13742,0.0,22
food,0.00022706630336058128,0.0,2.2244223375325753,1.6236225474260568,0.0005050913572962251,0.0,57,39191,0.0,0
food,0.0025188916876574307,0.0,2.2244223375325753,1.6236225474260568,0.005603078935850316,0.0,49,2112,0.0,1
food,0.0012004801920768306,0.0,2.2244223375325753,1.6236225474260568,0.0026703749550210988,0.0,46,8947,0.0,0
food,0.004347826086956522,0.0,2.2244223375325753,1.6236225474260568,0.009671401467532936,0.0,28,1327,0.0,0
food,0.01188707280832095,0.4,2.2244223375325753,1.6236225474260568,0.026441870282705202,0.6494490189704227,99,11465,0.0,2
food,0.03283940728874649,0.2,2.2244223375325753,1.6236225474260568,0.07304871112441777,0.32472450948521137,65,14882,0.0,2
food,0.017902813299232736,0.16666666666666666,2.2244223375325753,1.6236225474260568,0.03982341780748856,0.27060375790434277,86,4974,0.0,1
water,0.000856898029134533,0.0,3.619886582626985,3.258096538021482,0.0031018736783436033,0.0,69,6013,0.04807692307692307,24
water,0.0025020850708924102,0.0,3.619886582626985,3.258096538021482,0.009057264176714725,0.0,68,6208,0.04807692307692307,24
water,0.0008503401360544217,0.0,3.619886582626985,3.258096538021482,0.003078134849172606,0.0,64,6133,0.04807692307692307,24
water,0.000859106529209622,0.0,3.619886582626985,3.258096538021482,0.003109868198133149,0.0,66,6257,0.04807692307692307,24
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,35,2274,0.04395604395604395,22
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,28,5721,0.04395604395604395,30
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,50,770,0.04395604395604395,20
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,45,30910,0.04395604395604395,20
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,39,12232,0.04395604395604395,20
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,38,1169,0.04395604395604395,31
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,32,1096,0.04395604395604395,20
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,35,5471,0.0,8
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,39,9606,0.0,4
water,0.0009324009324009324,0.0,3.619886582626985,3.258096538021482,0.003375185624827026,0.0,51,11922,0.0,0
water,0.0002637826431020839,0.0,3.619886582626985,3.258096538021482,0.0009548632504951161,0.0,55,20559,0.0,16
water,0.0006983240223463687,0.0,3.619886582626985,3.258096538021482,0.002527853758817727,0.0,84,7822,0.0,25
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,26,4086,0.0,10
water,0.0006963788300835655,0.0,3.619886582626985,3.258096538021482,0.0025208123834449757,0.0,68,7119,0.0,26
water,0.006191950464396285,0.0,3.619886582626985,3.258096538021482,0.02241415840635904,0.0,47,5310,0.0,6
water,0.00030184123151222455,0.0,3.619886582626985,3.258096538021482,0.001092631024034707,0.0,43,21532,0.0,1
water,0.0008845643520566122,0.0,3.619886582626985,3.258096538021482,0.0032020226294798633,0.0,61,11823,0.0,25
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,61,10191,0.0,33
water,0.00040584415584415587,0.0,3.619886582626985,3.258096538021482,0.0014691098143778348,0.0,64,13833,0.0,9
water,0.0006309148264984228,0.0,3.619886582626985,3.258096538021482,0.002283840115222073,0.0,46,26730,0.0,0
water,0.0004280821917808219,0.0,3.619886582626985,3.258096538021482,0.001549608982288949,0.0,50,13742,0.0,22
water,0.0,0.0,3.619886582626985,3.258096538021482,0.0,0.0,86,4974,0.0,1
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,33,5335,0.0,0
drink,0.0006036824630244491,0.0,4.66284929757477,2.772588722239781,0.0028148803486717595,0.0,43,21532,0.0,1
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,13,44121,0.0,213
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,73,84281,0.0,0
drink,0.0010438413361169101,0.0,4.66284929757477,2.772588722239781,0.004867274840892243,0.0,36,6117,0.0,0
drink,0.0005081300813008131,0.0,4.66284929757477,2.772588722239781,0.0023693339926701066,0.0,61,10191,0.0,33
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,61,20986,0.0,101
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,75,3817,0.0,0
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,38,7950,0.0,4
drink,0.0006309148264984228,0.0,4.66284929757477,2.772588722239781,0.0029418607555676784,0.0,46,26730,0.0,0
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,39,7950,0.0,4
drink,0.0007846214201647705,0.0,4.66284929757477,2.772588722239781,0.003658571437877418,0.0,75,14419,0.0,3
drink,0.00048567265662943174,0.0,4.66284929757477,2.772588722239781,0.002264618405815818,0.0,71,19193,0.0,0
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,34,4693,0.0,21
drink,0.0,0.0,4.66284929757477,2.772588722239781,0.0,0.0,99,11465,0.0,2
drink,0.00040048057669203043,0.0,4.66284929757477,2.772588722239781,0.0018673805757207728,0.0,65,14882,0.0,2
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,35,5471,0.045061383928571425,8
eat,0.0008865248226950354,0.0,2.0324154456268957,3.8918202981106265,0.0018017867425770351,0.0,39,5969,0.030612244897959183,24
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,68,6208,0.030612244897959183,24
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,48,4080,0.022939253826530608,2
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,56,2193,0.022939253826530608,2
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,42,1320,0.02040816326530612,15
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,39,3065,0.02040816326530612,26
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,43,1320,0.02040816326530612,15
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,61,3592,0.01110092474489796,2
eat,0.0,0.2,2.0324154456268957,3.8918202981106265,0.0,0.7783640596221253,75,3817,0.005775346777606713,0
eat,0.014423076923076924,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.02931368431192638,1.297273432703542,32,1096,0.005015987387590127,20
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,36,397,0.0035971113883989467,11
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,35,2274,0.0031241527220018865,22
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,28,5721,0.0031241527220018865,30
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,50,770,0.0031241527220018865,20
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,45,30910,0.0031241527220018865,20
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,39,12232,0.0031241527220018865,20
eat,0.0,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0,1.297273432703542,38,1169,0.0031241527220018865,31
eat,0.0024647887323943664,0.0,2.0324154456268957,3.8918202981106265,0.005009474689925447,0.0,79,15633,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,33,1733,0.0,0
eat,0.0011933174224343676,0.0,2.0324154456268957,3.8918202981106265,0.002425316760891284,0.0,33,5335,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,51,11922,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,20,2863,0.0,1
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,34,4693,0.0,21
eat,0.0013189132155104195,0.0,2.0324154456268957,3.8918202981106265,0.002680579590644811,0.0,55,20559,0.0,16
eat,0.0005482456140350877,0.0,2.0324154456268957,3.8918202981106265,0.0011142628539621139,0.0,53,9366,0.0,22
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,43,21532,0.0,1
eat,0.00011368804001819008,0.0,2.0324154456268957,3.8918202981106265,0.00023106132851601814,0.0,13,44121,0.0,213
eat,0.0008787346221441124,0.3333333333333333,2.0324154456268957,3.8918202981106265,0.0017859538186528081,1.297273432703542,47,5602,0.0,4
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,39,1310,0.0,0
eat,0.0008845643520566122,0.0,2.0324154456268957,3.8918202981106265,0.0017978022517708056,0.0,61,11823,0.0,25
eat,0.0009596928982725527,0.5,2.0324154456268957,3.8918202981106265,0.0019504946695075773,1.9459101490553132,66,5896,0.0,1
eat,0.0007411067193675889,0.0,2.0324154456268957,3.8918202981106265,0.001506236743300565,0.0,61,20986,0.0,101
eat,6.4279745452208e-05,0.0,2.0324154456268957,3.8918202981106265,0.00013064314749803275,0.0,73,84281,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,36,6117,0.0,0
eat,0.0010162601626016261,1.0,2.0324154456268957,3.8918202981106265,0.0020654628512468453,3.8918202981106265,61,10191,0.0,33
eat,0.0,0.5,2.0324154456268957,3.8918202981106265,0.0,1.9459101490553132,29,3225,0.0,0
eat,0.002435064935064935,0.0,2.0324154456268957,3.8918202981106265,0.004949063585130428,0.0,64,13833,0.0,9
eat,0.00522875816993464,0.0,2.0324154456268957,3.8918202981106265,0.010627008866022983,0.0,43,4895,0.0,14
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,34,10012,0.0,27
eat,0.00145985401459854,0.0,2.0324154456268957,3.8918202981106265,0.0029670298476305043,0.0,38,7950,0.0,4
eat,0.0018927444794952682,0.0,2.0324154456268957,3.8918202981106265,0.0038468431147512224,0.0,46,26730,0.0,0
eat,0.00145985401459854,0.0,2.0324154456268957,3.8918202981106265,0.0029670298476305043,0.0,39,7950,0.0,4
eat,0.0007846214201647705,0.0,2.0324154456268957,3.8918202981106265,0.0015946766933125898,0.0,75,14419,0.0,3
eat,0.001942690626517727,0.0,2.0324154456268957,3.8918202981106265,0.003948354435409219,0.0,71,19193,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,46,8947,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,28,1327,0.0,0
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,65,14882,0.0,2
eat,0.0,0.0,2.0324154456268957,3.8918202981106265,0.0,0.0,86,4974,0.0,1
watermelon,0.00024703557312252963,0.0,4.01509519056796,1.9459101490553132,0.0009918713415434683,0.0,61,20986,0.0,101
watermelon,0.00030184123151222455,0.0,4.01509519056796,1.9459101490553132,0.001211921276959843,0.0,43,21532,0.0,1
watermelon,0.0,0.0,4.01509519056796,1.9459101490553132,0.0,0.0,47,5602,0.0,4
watermelon,0.00039231071008238524,0.0,4.01509519056796,1.9459101490553132,0.0015751648452600863,0.0,75,14419,0.0,3
watermelon,0.0041841004184100415,0.0,4.01509519056796,1.9459101490553132,0.01679956146681155,0.0,20,1274,0.0,5
watermelon,0.004048582995951417,0.0,4.01509519056796,1.9459101490553132,0.01625544611565976,0.0,40,1242,0.0,1
watermelon,0.0014792899408284023,0.0,4.01509519056796,1.9459101490553132,0.00593948992687568,0.0,69,3567,0.0,2
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,34,6461,0.04054054054054054,17
fruit,0.0005344735435595938,0.0,2.1035004406875295,3.6109179126442243,0.001124265334413431,0.0,34,10012,0.04054054054054054,27
fruit,0.016042780748663103,0.5,2.1035004406875295,3.6109179126442243,0.03374599637466625,1.8054589563221122,51,1857,0.030030030030030023,22
fruit,0.01580135440180587,0.5,2.1035004406875295,3.6109179126442243,0.033238155947658485,1.8054589563221122,41,2209,0.030030030030030023,24
fruit,0.022163120567375887,0.5,2.1035004406875295,3.6109179126442243,0.046620133880486025,1.8054589563221122,39,5969,0.030030030030030023,24
fruit,0.023993144815766924,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.050469590693445435,2.4072786084294826,69,6013,0.030030030030030023,24
fruit,0.025020850708924104,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.052631370492598736,2.4072786084294826,68,6208,0.030030030030030023,24
fruit,0.01995305164319249,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.041971252924516436,2.4072786084294826,65,4464,0.030030030030030023,24
fruit,0.02756244616709733,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.05797761765891554,2.4072786084294826,73,6078,0.030030030030030023,24
fruit,0.030612244897959183,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.06439287063329172,2.4072786084294826,64,6133,0.030030030030030023,24
fruit,0.02577319587628866,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.05421392888369921,2.4072786084294826,66,6257,0.030030030030030023,24
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,79,15633,0.0,0
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,33,5335,0.0,0
fruit,0.0018226002430133657,0.0,2.1035004406875295,3.6109179126442243,0.003833840414375813,0.0,39,9606,0.0,4
fruit,0.013100436681222707,0.3333333333333333,2.1035004406875295,3.6109179126442243,0.02755677433215104,1.2036393042147413,43,6969,0.0,1
fruit,0.002331002331002331,0.0,2.1035004406875295,3.6109179126442243,0.0049032644305070615,0.0,51,11922,0.0,0
fruit,0.000689655172413793,0.0,2.1035004406875295,3.6109179126442243,0.0014506899590948478,0.0,39,8443,0.0,13
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,34,4693,0.0,21
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,55,20559,0.0,16
fruit,0.0010319917440660474,0.0,2.1035004406875295,3.6109179126442243,0.002170795088428823,0.0,47,5310,0.0,6
fruit,0.0006036824630244491,0.0,2.1035004406875295,3.6109179126442243,0.001269846327007262,0.0,43,21532,0.0,1
fruit,0.014938488576449912,0.3333333333333333,2.1035004406875295,3.6109179126442243,0.03142311730376802,1.2036393042147413,47,5602,0.0,4
fruit,0.005749668288367979,0.6666666666666666,2.1035004406875295,3.6109179126442243,0.012094429778389157,2.4072786084294826,61,11823,0.0,25
fruit,0.0067178502879078695,0.25,2.1035004406875295,3.6109179126442243,0.014131001041087051,0.9027294781610561,66,5896,0.0,1
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,64,8813,0.0,3
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,61,20986,0.0,101
fruit,0.00032139872726104005,0.0,2.1035004406875295,3.6109179126442243,0.0006760623644300088,0.0,73,84281,0.0,0
fruit,0.0010438413361169101,0.0,2.1035004406875295,3.6109179126442243,0.00219572071052978,0.0,36,6117,0.0,0
fruit,0.0005081300813008131,0.0,2.1035004406875295,3.6109179126442243,0.0010688518499428505,0.0,61,10191,0.0,33
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,43,4895,0.0,14
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,33,6619,0.0,12
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,38,7950,0.0,4
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,46,26730,0.0,0
fruit,0.0,0.0,2.1035004406875295,3.6109179126442243,0.0,0.0,39,7950,0.0,4
fruit,0.001961553550411926,0.2,2.1035004406875295,3.6109179126442243,0.004126128757723674,0.722183582528845,75,14419,0.0,3
fruit,0.0024283632831471587,0.2,2.1035004406875295,3.6109179126442243,0.005108063236249464,0.722183582528845,71,19193,0.0,0
fruit,0.0004952947003467063,0.0,2.1035004406875295,3.6109179126442243,0.0010418526204494945,0.0,99,11465,0.0,2
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,35,5471,0.034610896915584416,8
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,62,7142,0.023066665799367444,22
health,0.0013966480446927375,0.0,2.9698341835363578,3.6506582412937387,0.004147813105497706,0.0,84,7822,0.020183321841999877,25
health,0.001188495364868077,0.0,2.9698341835363578,3.6506582412937387,0.003529634161559731,0.0,80,23517,0.01886185031771617,38
health,0.0014064697609001407,0.0,2.9698341835363578,3.6506582412937387,0.0041769819740314455,0.0,48,4080,0.017337155032467536,2
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,56,2193,0.017337155032467536,2
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,67,11635,0.016819416559227283,24
health,0.0019286403085824494,0.0,2.9698341835363578,3.6506582412937387,0.005727741916174268,0.0,77,5775,0.016819416559227283,23
health,0.0,0.5,2.9698341835363578,3.6506582412937387,0.0,1.8253291206468694,34,6461,0.015584415584415586,17
health,0.0017133066818960593,0.5,2.9698341835363578,3.6506582412937387,0.00508823675077617,1.8253291206468694,34,10547,0.015584415584415586,20
health,0.0005344735435595938,0.5,2.9698341835363578,3.6506582412937387,0.00158729779985909,1.8253291206468694,34,10012,0.015584415584415586,27
health,0.0018105009052504525,0.5,2.9698341835363578,3.6506582412937387,0.005376887477736314,1.8253291206468694,34,9768,0.015584415584415586,23
health,0.0005583472920156337,0.5,2.9698341835363578,3.6506582412937387,0.0016581988741129858,1.8253291206468694,34,9915,0.015584415584415586,27
health,0.0007173601147776184,0.0,2.9698341835363578,3.6506582412937387,0.0021304405907721364,0.0,85,21856,0.015137517262942157,28
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,61,3592,0.008636870941558442,2
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,61,5579,0.007208349137998489,21
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,53,9366,0.007208261008985098,22
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,68,7119,0.00456533138266608,26
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,75,3817,0.0036752206766588183,0
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,32,1096,0.0031919919739209907,20
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,119,3429,0.002892798743774345,3
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,36,397,0.002289070883526603,11
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,35,2274,0.0019880971867284737,22
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,28,5721,0.0019880971867284737,30
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,50,770,0.0019880971867284737,20
health,0.0006879944960440316,0.0,2.9698341835363578,3.6506582412937387,0.0020432295724364348,0.0,45,30910,0.0019880971867284737,20
health,0.00045187528242205153,0.0,2.9698341835363578,3.6506582412937387,0.0013419946604321545,0.0,39,12232,0.0019880971867284737,20
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,38,1169,0.0019880971867284737,31
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,119,3295,0.001594055993331874,3
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,31,3363,0.0008687015329197274,3
health,0.0003672420124862284,0.0,2.9698341835363578,3.6506582412937387,0.001090647882312287,0.0,20,17967,0.00015864090757958707,6
health,0.0003672420124862284,0.0,2.9698341835363578,3.6506582412937387,0.001090647882312287,0.0,20,17967,0.00015864090757958707,6
health,0.0003672420124862284,0.0,2.9698341835363578,3.6506582412937387,0.001090647882312287,0.0,20,17967,0.00015864090757958707,6
health,0.0,0.0,2.9698341835363578,3.6506582412937387,0.0,0.0,41,8014,0.00012590934006450656,22
